ZIP5,CBSA CODE,CBSA LSAD
48035,19820,Metropolitan Statistical Area
48036,19820,Metropolitan Statistical Area
48037,19820,Metropolitan Statistical Area
48038,19820,Metropolitan Statistical Area
48039,19820,Metropolitan Statistical Area
48040,19820,Metropolitan Statistical Area
48041,19820,Metropolitan Statistical Area
48042,19820,Metropolitan Statistical Area
48043,19820,Metropolitan Statistical Area
48044,19820,Metropolitan Statistical Area
48045,19820,Metropolitan Statistical Area
48046,19820,Metropolitan Statistical Area
48047,19820,Metropolitan Statistical Area
48048,19820,Metropolitan Statistical Area
48049,19820,Metropolitan Statistical Area
48050,19820,Metropolitan Statistical Area
48051,19820,Metropolitan Statistical Area
48054,19820,Metropolitan Statistical Area
48059,19820,Metropolitan Statistical Area
48060,19820,Metropolitan Statistical Area
48061,19820,Metropolitan Statistical Area
48062,19820,Metropolitan Statistical Area
48063,19820,Metropolitan Statistical Area
48064,19820,Metropolitan Statistical Area
48065,19820,Metropolitan Statistical Area
48066,19820,Metropolitan Statistical Area
48067,19820,Metropolitan Statistical Area
48068,19820,Metropolitan Statistical Area
48069,19820,Metropolitan Statistical Area
48070,19820,Metropolitan Statistical Area
48071,19820,Metropolitan Statistical Area
48072,19820,Metropolitan Statistical Area
48073,19820,Metropolitan Statistical Area
48074,19820,Metropolitan Statistical Area
48075,19820,Metropolitan Statistical Area
48076,19820,Metropolitan Statistical Area
48079,19820,Metropolitan Statistical Area
48080,19820,Metropolitan Statistical Area
48081,19820,Metropolitan Statistical Area
48082,19820,Metropolitan Statistical Area
48083,19820,Metropolitan Statistical Area
48084,19820,Metropolitan Statistical Area
48085,19820,Metropolitan Statistical Area
48086,19820,Metropolitan Statistical Area
48088,19820,Metropolitan Statistical Area
48089,19820,Metropolitan Statistical Area
48090,19820,Metropolitan Statistical Area
48091,19820,Metropolitan Statistical Area
48092,19820,Metropolitan Statistical Area
48093,19820,Metropolitan Statistical Area
48094,19820,Metropolitan Statistical Area
48095,19820,Metropolitan Statistical Area
48096,19820,Metropolitan Statistical Area
48097,19820,Metropolitan Statistical Area
48097,,
48098,19820,Metropolitan Statistical Area
48099,19820,Metropolitan Statistical Area
58301,,
58310,,
58311,,
58313,,
58316,,
58317,,
58318,,
58319,,
58321,,
58323,,
58324,,
58325,,
58327,,
58329,,
58330,,
58331,,
58332,,
58335,,
58338,,
58339,,
58341,,
58343,,
58344,,
58345,,
58346,,
58348,,
58351,,
58352,,
58353,,
58355,,
58356,,
58357,,
58361,,
58362,,
58363,,
58365,,
58366,,
58367,,
58368,,
58368,33500,Micropolitan Statistical Area
58369,,
58370,,
58372,,
58374,,
58377,,
58379,,
58380,,
58381,,
58382,,
58384,,
58384,33500,Micropolitan Statistical Area
58385,,
58386,,
58401,27420,Micropolitan Statistical Area
58402,27420,Micropolitan Statistical Area
58405,27420,Micropolitan Statistical Area
58413,,
58415,,
58416,,
58418,,
58420,27420,Micropolitan Statistical Area
58421,,
58421,27420,Micropolitan Statistical Area
58422,,
58423,,
58424,27420,Micropolitan Statistical Area
58425,,
58426,27420,Micropolitan Statistical Area
58426,,
58428,,
58429,,
58430,,
58431,,
58433,,
58436,,
58436,10100,Micropolitan Statistical Area
58438,,
58439,,
58439,10100,Micropolitan Statistical Area
58440,,
58441,,
58442,,
58442,27420,Micropolitan Statistical Area
58443,,
58444,,
58444,13900,Metropolitan Statistical Area
58445,,
58448,,
58451,,
58452,,
58454,,
58454,27420,Micropolitan Statistical Area
58455,27420,Micropolitan Statistical Area
58455,,
58456,,
58458,,
58460,,
58461,,
58463,,
58463,13900,Metropolitan Statistical Area
58464,,
58466,,
58466,27420,Micropolitan Statistical Area
58467,27420,Micropolitan Statistical Area
58467,,
58472,27420,Micropolitan Statistical Area
58472,,
58474,,
58475,,
58475,27420,Micropolitan Statistical Area
58476,27420,Micropolitan Statistical Area
58477,13900,Metropolitan Statistical Area
58478,,
58479,,
58480,,
58481,27420,Micropolitan Statistical Area
58481,,
58482,,
58483,27420,Micropolitan Statistical Area
58483,,
58484,,
58486,,
58486,27420,Micropolitan Statistical Area
58487,,
58488,,
58490,,
58492,,
58492,27420,Micropolitan Statistical Area
58494,13900,Metropolitan Statistical Area
58494,,
58495,,
58496,27420,Micropolitan Statistical Area
58497,27420,Micropolitan Statistical Area
58497,,
68701,35740,Micropolitan Statistical Area
68701,,
68702,35740,Micropolitan Statistical Area
68710,43580,Metropolitan Statistical Area
68711,,
68713,,
68714,,
68715,35740,Micropolitan Statistical Area
68716,,
68717,,
68718,,
68719,,
68720,,
68722,,
68723,,
68724,,
68725,,
68726,,
68727,,
68728,43580,Metropolitan Statistical Area
68729,,
68729,35740,Micropolitan Statistical Area
68730,,
68731,43580,Metropolitan Statistical Area
68732,43580,Metropolitan Statistical Area
68732,,
68733,43580,Metropolitan Statistical Area
68733,,
68734,,
68735,,
68736,,
68738,35740,Micropolitan Statistical Area
68739,,
68739,43580,Metropolitan Statistical Area
68740,,
68740,35740,Micropolitan Statistical Area
68741,43580,Metropolitan Statistical Area
68742,,
68743,43580,Metropolitan Statistical Area
68745,,
68745,43580,Metropolitan Statistical Area
68746,,
68747,35740,Micropolitan Statistical Area
68747,,
68748,35740,Micropolitan Statistical Area
68748,18100,Micropolitan Statistical Area
68749,,
68751,43580,Metropolitan Statistical Area
68752,35740,Micropolitan Statistical Area
68752,,
68753,,
68755,,
68756,,
68757,43580,Metropolitan Statistical Area
68757,,
68758,35740,Micropolitan Statistical Area
68758,18100,Micropolitan Statistical Area
68758,,
68759,,
68760,,
68761,,
68763,,
68764,,
68765,35740,Micropolitan Statistical Area
68766,,
68767,35740,Micropolitan Statistical Area
68767,,
68768,35740,Micropolitan Statistical Area
68768,,
68769,35740,Micropolitan Statistical Area
68769,,
68770,43580,Metropolitan Statistical Area
68771,,
68771,35740,Micropolitan Statistical Area
68773,,
68774,,
68776,43580,Metropolitan Statistical Area
68777,,
68778,,
68779,35740,Micropolitan Statistical Area
68780,,
68781,35740,Micropolitan Statistical Area
68781,,
68783,,
68784,43580,Metropolitan Statistical Area
68784,,
68785,43580,Metropolitan Statistical Area
68786,,
68786,35740,Micropolitan Statistical Area
68787,,
68787,43580,Metropolitan Statistical Area
68788,,
68788,23340,Micropolitan Statistical Area
68789,,
68790,,
68791,,
68791,35740,Micropolitan Statistical Area
68792,,
68792,43580,Metropolitan Statistical Area
68801,24260,Micropolitan Statistical Area
68802,24260,Micropolitan Statistical Area
68803,24260,Micropolitan Statistical Area
68810,24260,Micropolitan Statistical Area
68812,28260,Micropolitan Statistical Area
68813,,
68814,,
68815,,
68816,24260,Micropolitan Statistical Area
68817,,
68817,24260,Micropolitan Statistical Area
68818,,
68818,25580,Micropolitan Statistical Area
68820,24260,Micropolitan Statistical Area
68821,,
68822,,
68823,,
68823,25580,Micropolitan Statistical Area
68824,24260,Micropolitan Statistical Area
68825,,
68826,24260,Micropolitan Statistical Area
68826,,
68827,24260,Micropolitan Statistical Area
68828,,
68831,24260,Micropolitan Statistical Area
68832,24260,Micropolitan Statistical Area
68832,,
68833,,
68833,35820,Micropolitan Statistical Area
68834,30420,Micropolitan Statistical Area
68834,,
68835,24260,Micropolitan Statistical Area
68835,,
68836,28260,Micropolitan Statistical Area
68836,30420,Micropolitan Statistical Area
68836,,
68837,,
68838,24260,Micropolitan Statistical Area
68840,28260,Micropolitan Statistical Area
68841,,
68842,,
68843,,
68844,,
68844,28260,Micropolitan Statistical Area
68845,28260,Micropolitan Statistical Area
68845,,
68846,,
68847,28260,Micropolitan Statistical Area
68848,28260,Micropolitan Statistical Area
68849,28260,Micropolitan Statistical Area
68850,30420,Micropolitan Statistical Area
68850,,
68852,,
68853,,
68854,,
68855,,
68855,28260,Micropolitan Statistical Area
68856,,
68856,25580,Micropolitan Statistical Area
68858,28260,Micropolitan Statistical Area
68858,30420,Micropolitan Statistical Area
68858,,
68859,,
68860,,
68860,30420,Micropolitan Statistical Area
68861,28260,Micropolitan Statistical Area
68862,,
68863,30420,Micropolitan Statistical Area
68863,,
68864,24260,Micropolitan Statistical Area
68864,,
68865,,
68865,24260,Micropolitan Statistical Area
68866,28260,Micropolitan Statistical Area
68866,,
68869,28260,Micropolitan Statistical Area
68869,24260,Micropolitan Statistical Area
68869,,
68870,28260,Micropolitan Statistical Area
68871,,
68872,24260,Micropolitan Statistical Area
68873,24260,Micropolitan Statistical Area
68874,,
68874,24260,Micropolitan Statistical Area
68875,,
68875,24260,Micropolitan Statistical Area
68876,28260,Micropolitan Statistical Area
68876,24260,Micropolitan Statistical Area
68878,30420,Micropolitan Statistical Area
68878,,
68879,,
68881,,
68882,,
68882,24260,Micropolitan Statistical Area
68883,24260,Micropolitan Statistical Area
68883,25580,Micropolitan Statistical Area
79101,11100,Metropolitan Statistical Area
79102,11100,Metropolitan Statistical Area
79103,11100,Metropolitan Statistical Area
79104,11100,Metropolitan Statistical Area
79105,11100,Metropolitan Statistical Area
79106,11100,Metropolitan Statistical Area
79107,11100,Metropolitan Statistical Area
79108,11100,Metropolitan Statistical Area
79109,11100,Metropolitan Statistical Area
79110,11100,Metropolitan Statistical Area
79111,11100,Metropolitan Statistical Area
79114,11100,Metropolitan Statistical Area
79116,11100,Metropolitan Statistical Area
79117,11100,Metropolitan Statistical Area
79118,11100,Metropolitan Statistical Area
79119,11100,Metropolitan Statistical Area
79120,11100,Metropolitan Statistical Area
79121,11100,Metropolitan Statistical Area
79124,11100,Metropolitan Statistical Area
79159,11100,Metropolitan Statistical Area
79166,11100,Metropolitan Statistical Area
79168,11100,Metropolitan Statistical Area
79172,11100,Metropolitan Statistical Area
79174,11100,Metropolitan Statistical Area
79178,11100,Metropolitan Statistical Area
79185,11100,Metropolitan Statistical Area
79187,11100,Metropolitan Statistical Area
79189,11100,Metropolitan Statistical Area
79201,,
79220,,
79221,,
79223,,
79225,,
79225,46900,Micropolitan Statistical Area
79226,,
79226,11100,Metropolitan Statistical Area
79227,,
79229,,
79230,,
79231,,
79233,,
79234,,
79235,,
79235,31180,Metropolitan Statistical Area
79235,38380,Micropolitan Statistical Area
79236,,
79237,,
79239,,
79240,,
79241,,
79243,,
79243,31180,Metropolitan Statistical Area
79244,,
79245,,
79247,,
79247,46900,Micropolitan Statistical Area
79248,,
79250,38380,Micropolitan Statistical Area
79250,31180,Metropolitan Statistical Area
79250,,
79251,,
79252,,
79255,,
79256,,
79257,,
79258,,
79259,,
79261,,
89501,39900,Metropolitan Statistical Area
89502,39900,Metropolitan Statistical Area
89503,39900,Metropolitan Statistical Area
89504,39900,Metropolitan Statistical Area
89505,39900,Metropolitan Statistical Area
89506,39900,Metropolitan Statistical Area
89507,39900,Metropolitan Statistical Area
89509,39900,Metropolitan Statistical Area
89510,39900,Metropolitan Statistical Area
89511,39900,Metropolitan Statistical Area
89512,39900,Metropolitan Statistical Area
89513,39900,Metropolitan Statistical Area
89515,39900,Metropolitan Statistical Area
89519,39900,Metropolitan Statistical Area
89520,39900,Metropolitan Statistical Area
89521,39900,Metropolitan Statistical Area
89523,39900,Metropolitan Statistical Area
89533,39900,Metropolitan Statistical Area
89557,39900,Metropolitan Statistical Area
89570,39900,Metropolitan Statistical Area
89595,39900,Metropolitan Statistical Area
99901,28540,Micropolitan Statistical Area
99903,,
99918,,
99919,,
99921,,
99922,,
99923,,
99925,,
99926,,
99927,,
99928,28540,Micropolitan Statistical Area
99929,,
99950,28540,Micropolitan Statistical Area
06501,35300,Metropolitan Statistical Area
06502,35300,Metropolitan Statistical Area
06503,35300,Metropolitan Statistical Area
06504,35300,Metropolitan Statistical Area
06505,35300,Metropolitan Statistical Area
06506,35300,Metropolitan Statistical Area
06507,35300,Metropolitan Statistical Area
06508,35300,Metropolitan Statistical Area
06509,35300,Metropolitan Statistical Area
06510,35300,Metropolitan Statistical Area
06511,35300,Metropolitan Statistical Area
06512,35300,Metropolitan Statistical Area
06513,35300,Metropolitan Statistical Area
06514,35300,Metropolitan Statistical Area
06515,35300,Metropolitan Statistical Area
06516,35300,Metropolitan Statistical Area
06517,35300,Metropolitan Statistical Area
06518,35300,Metropolitan Statistical Area
06519,35300,Metropolitan Statistical Area
06520,35300,Metropolitan Statistical Area
06521,35300,Metropolitan Statistical Area
06524,35300,Metropolitan Statistical Area
06525,35300,Metropolitan Statistical Area
06530,35300,Metropolitan Statistical Area
06531,35300,Metropolitan Statistical Area
06532,35300,Metropolitan Statistical Area
06533,35300,Metropolitan Statistical Area
06534,35300,Metropolitan Statistical Area
06535,35300,Metropolitan Statistical Area
06536,35300,Metropolitan Statistical Area
06537,35300,Metropolitan Statistical Area
06538,35300,Metropolitan Statistical Area
06540,35300,Metropolitan Statistical Area
06601,14860,Metropolitan Statistical Area
06602,14860,Metropolitan Statistical Area
06604,14860,Metropolitan Statistical Area
06605,14860,Metropolitan Statistical Area
06606,14860,Metropolitan Statistical Area
06607,14860,Metropolitan Statistical Area
06608,14860,Metropolitan Statistical Area
06610,14860,Metropolitan Statistical Area
06611,14860,Metropolitan Statistical Area
06612,14860,Metropolitan Statistical Area
06614,14860,Metropolitan Statistical Area
06615,14860,Metropolitan Statistical Area
06673,14860,Metropolitan Statistical Area
06699,14860,Metropolitan Statistical Area
16901,,
16910,42380,Micropolitan Statistical Area
16911,,
16912,,
16914,42380,Micropolitan Statistical Area
16914,,
16915,,
16917,,
16918,,
16920,,
16921,,
16922,,
16923,,
16925,42380,Micropolitan Statistical Area
16926,42380,Micropolitan Statistical Area
16927,,
16928,,
16929,,
16930,,
16930,48700,Metropolitan Statistical Area
16932,,
16933,,
16935,,
16936,,
16936,42380,Micropolitan Statistical Area
16937,,
16938,,
16938,48700,Metropolitan Statistical Area
16939,,
16940,,
16941,,
16942,,
16943,,
16945,42380,Micropolitan Statistical Area
16946,,
16947,42380,Micropolitan Statistical Area
16947,,
16948,,
16950,,
17001,25420,Metropolitan Statistical Area
17002,30380,Micropolitan Statistical Area
17002,26500,Micropolitan Statistical Area
17003,30140,Metropolitan Statistical Area
17004,30380,Micropolitan Statistical Area
17005,25420,Metropolitan Statistical Area
17006,25420,Metropolitan Statistical Area
17007,25420,Metropolitan Statistical Area
17008,25420,Metropolitan Statistical Area
17009,30380,Micropolitan Statistical Area
17010,30140,Metropolitan Statistical Area
17011,25420,Metropolitan Statistical Area
17011,49620,Metropolitan Statistical Area
17012,25420,Metropolitan Statistical Area
17013,25420,Metropolitan Statistical Area
17014,,
17015,25420,Metropolitan Statistical Area
17016,30140,Metropolitan Statistical Area
17017,44980,Micropolitan Statistical Area
17017,25420,Metropolitan Statistical Area
17018,25420,Metropolitan Statistical Area
17019,49620,Metropolitan Statistical Area
17019,25420,Metropolitan Statistical Area
17019,23900,Micropolitan Statistical Area
17020,25420,Metropolitan Statistical Area
17021,,
17021,26500,Micropolitan Statistical Area
17021,25420,Metropolitan Statistical Area
17021,16540,Micropolitan Statistical Area
17022,29540,Metropolitan Statistical Area
17022,25420,Metropolitan Statistical Area
17023,25420,Metropolitan Statistical Area
17024,25420,Metropolitan Statistical Area
17025,25420,Metropolitan Statistical Area
17026,30140,Metropolitan Statistical Area
17026,39740,Metropolitan Statistical Area
17027,25420,Metropolitan Statistical Area
17028,25420,Metropolitan Statistical Area
17028,30140,Metropolitan Statistical Area
17029,30380,Micropolitan Statistical Area
17030,25420,Metropolitan Statistical Area
17032,25420,Metropolitan Statistical Area
17033,25420,Metropolitan Statistical Area
17033,30140,Metropolitan Statistical Area
17034,25420,Metropolitan Statistical Area
17035,,
17035,25420,Metropolitan Statistical Area
17036,25420,Metropolitan Statistical Area
17037,25420,Metropolitan Statistical Area
17038,30140,Metropolitan Statistical Area
17039,30140,Metropolitan Statistical Area
17040,25420,Metropolitan Statistical Area
17041,30140,Metropolitan Statistical Area
17042,30140,Metropolitan Statistical Area
17043,25420,Metropolitan Statistical Area
17044,30380,Micropolitan Statistical Area
17045,25420,Metropolitan Statistical Area
17045,30380,Micropolitan Statistical Area
17045,42780,Micropolitan Statistical Area
17045,,
17046,30140,Metropolitan Statistical Area
17047,25420,Metropolitan Statistical Area
17048,25420,Metropolitan Statistical Area
17049,,
17050,25420,Metropolitan Statistical Area
17051,30380,Micropolitan Statistical Area
17052,26500,Micropolitan Statistical Area
17053,25420,Metropolitan Statistical Area
17054,30380,Micropolitan Statistical Area
17055,25420,Metropolitan Statistical Area
17055,49620,Metropolitan Statistical Area
17056,,
17057,25420,Metropolitan Statistical Area
17058,,
17059,,
17060,26500,Micropolitan Statistical Area
17060,30380,Micropolitan Statistical Area
17061,25420,Metropolitan Statistical Area
17062,25420,Metropolitan Statistical Area
17062,,
17063,30380,Micropolitan Statistical Area
17063,42780,Micropolitan Statistical Area
17064,30140,Metropolitan Statistical Area
17065,25420,Metropolitan Statistical Area
17066,26500,Micropolitan Statistical Area
17066,30380,Micropolitan Statistical Area
17067,30140,Metropolitan Statistical Area
17067,39740,Metropolitan Statistical Area
17068,25420,Metropolitan Statistical Area
17069,25420,Metropolitan Statistical Area
17070,25420,Metropolitan Statistical Area
17070,49620,Metropolitan Statistical Area
17071,25420,Metropolitan Statistical Area
17072,25420,Metropolitan Statistical Area
17073,30140,Metropolitan Statistical Area
17073,39740,Metropolitan Statistical Area
17073,29540,Metropolitan Statistical Area
17074,25420,Metropolitan Statistical Area
17075,30380,Micropolitan Statistical Area
17076,,
17077,30140,Metropolitan Statistical Area
17078,30140,Metropolitan Statistical Area
17078,25420,Metropolitan Statistical Area
17080,25420,Metropolitan Statistical Area
17081,25420,Metropolitan Statistical Area
17082,,
17083,30140,Metropolitan Statistical Area
17084,30380,Micropolitan Statistical Area
17085,30140,Metropolitan Statistical Area
17086,,
17086,42780,Micropolitan Statistical Area
17087,30140,Metropolitan Statistical Area
17087,39740,Metropolitan Statistical Area
17088,30140,Metropolitan Statistical Area
17089,25420,Metropolitan Statistical Area
17090,25420,Metropolitan Statistical Area
17093,25420,Metropolitan Statistical Area
17094,,
17097,25420,Metropolitan Statistical Area
17098,25420,Metropolitan Statistical Area
17099,30380,Micropolitan Statistical Area
27301,24660,Metropolitan Statistical Area
27302,15500,Metropolitan Statistical Area
27302,20500,Metropolitan Statistical Area
27302,,
27305,,
27305,20500,Metropolitan Statistical Area
27306,,
27306,40460,Micropolitan Statistical Area
27310,24660,Metropolitan Statistical Area
27311,,
27311,24660,Metropolitan Statistical Area
27312,20500,Metropolitan Statistical Area
27312,15500,Metropolitan Statistical Area
27313,24660,Metropolitan Statistical Area
27314,,
27315,,
27316,24660,Metropolitan Statistical Area
27317,24660,Metropolitan Statistical Area
27320,24660,Metropolitan Statistical Area
27320,,
27323,24660,Metropolitan Statistical Area
27325,43860,Micropolitan Statistical Area
27325,24660,Metropolitan Statistical Area
27325,20500,Metropolitan Statistical Area
27326,24660,Metropolitan Statistical Area
27326,,
27330,20500,Metropolitan Statistical Area
27330,41820,Micropolitan Statistical Area
27330,20380,Micropolitan Statistical Area
27330,43860,Micropolitan Statistical Area
27331,41820,Micropolitan Statistical Area
27332,20380,Micropolitan Statistical Area
27332,41820,Micropolitan Statistical Area
27332,15500,Metropolitan Statistical Area
27340,15500,Metropolitan Statistical Area
27341,24660,Metropolitan Statistical Area
27341,,
27341,43860,Micropolitan Statistical Area
27342,24660,Metropolitan Statistical Area
27343,,
27343,20500,Metropolitan Statistical Area
27344,20500,Metropolitan Statistical Area
27344,24660,Metropolitan Statistical Area
27344,15500,Metropolitan Statistical Area
27349,15500,Metropolitan Statistical Area
27349,20500,Metropolitan Statistical Area
27350,24660,Metropolitan Statistical Area
27351,45640,Micropolitan Statistical Area
27355,24660,Metropolitan Statistical Area
27355,20500,Metropolitan Statistical Area
27356,,
27356,43860,Micropolitan Statistical Area
27357,24660,Metropolitan Statistical Area
27358,24660,Metropolitan Statistical Area
27359,15500,Metropolitan Statistical Area
27360,45640,Micropolitan Statistical Area
27360,24660,Metropolitan Statistical Area
27361,45640,Micropolitan Statistical Area
27370,24660,Metropolitan Statistical Area
27371,,
27371,24660,Metropolitan Statistical Area
27373,45640,Micropolitan Statistical Area
27374,45640,Micropolitan Statistical Area
27375,24660,Metropolitan Statistical Area
27376,43860,Micropolitan Statistical Area
27377,24660,Metropolitan Statistical Area
27379,,
27401,24660,Metropolitan Statistical Area
27402,24660,Metropolitan Statistical Area
27403,24660,Metropolitan Statistical Area
27404,24660,Metropolitan Statistical Area
27405,24660,Metropolitan Statistical Area
27406,24660,Metropolitan Statistical Area
27407,24660,Metropolitan Statistical Area
27408,24660,Metropolitan Statistical Area
27409,24660,Metropolitan Statistical Area
27410,24660,Metropolitan Statistical Area
27411,24660,Metropolitan Statistical Area
27412,24660,Metropolitan Statistical Area
27413,24660,Metropolitan Statistical Area
27415,24660,Metropolitan Statistical Area
27416,24660,Metropolitan Statistical Area
27417,24660,Metropolitan Statistical Area
27419,24660,Metropolitan Statistical Area
27420,24660,Metropolitan Statistical Area
27425,24660,Metropolitan Statistical Area
27427,24660,Metropolitan Statistical Area
27429,24660,Metropolitan Statistical Area
27435,24660,Metropolitan Statistical Area
27438,24660,Metropolitan Statistical Area
27455,24660,Metropolitan Statistical Area
27495,24660,Metropolitan Statistical Area
27497,24660,Metropolitan Statistical Area
27498,24660,Metropolitan Statistical Area
27499,24660,Metropolitan Statistical Area
37701,28940,Metropolitan Statistical Area
37705,28940,Metropolitan Statistical Area
37707,,
37708,34100,Metropolitan Statistical Area
37709,28940,Metropolitan Statistical Area
37709,34100,Metropolitan Statistical Area
37710,28940,Metropolitan Statistical Area
37711,28700,Metropolitan Statistical Area
37711,24620,Micropolitan Statistical Area
37711,34100,Metropolitan Statistical Area
37713,35460,Micropolitan Statistical Area
37714,29220,Micropolitan Statistical Area
37715,,
37715,29220,Micropolitan Statistical Area
37716,28940,Metropolitan Statistical Area
37717,28940,Metropolitan Statistical Area
37719,,
37721,28940,Metropolitan Statistical Area
37722,35460,Micropolitan Statistical Area
37722,42940,Micropolitan Statistical Area
37723,18900,Micropolitan Statistical Area
37724,,
37725,34100,Metropolitan Statistical Area
37725,42940,Micropolitan Statistical Area
37725,35460,Micropolitan Statistical Area
37726,,
37727,35460,Micropolitan Statistical Area
37729,29220,Micropolitan Statistical Area
37730,,
37731,28700,Metropolitan Statistical Area
37731,,
37732,,
37733,,
37737,28940,Metropolitan Statistical Area
37738,42940,Micropolitan Statistical Area
37742,28940,Metropolitan Statistical Area
37742,35460,Micropolitan Statistical Area
37743,24620,Micropolitan Statistical Area
37743,35460,Micropolitan Statistical Area
37744,24620,Micropolitan Statistical Area
37745,24620,Micropolitan Statistical Area
37745,28700,Metropolitan Statistical Area
37748,25340,Micropolitan Statistical Area
37748,,
37752,,
37753,35460,Micropolitan Statistical Area
37754,28940,Metropolitan Statistical Area
37755,,
37756,,
37756,29220,Micropolitan Statistical Area
37757,29220,Micropolitan Statistical Area
37760,34100,Metropolitan Statistical Area
37762,29220,Micropolitan Statistical Area
37763,25340,Micropolitan Statistical Area
37764,42940,Micropolitan Statistical Area
37764,28940,Metropolitan Statistical Area
37764,34100,Metropolitan Statistical Area
37765,,
37766,29220,Micropolitan Statistical Area
37766,,
37769,28940,Metropolitan Statistical Area
37769,29220,Micropolitan Statistical Area
37770,,
37771,28940,Metropolitan Statistical Area
37771,25340,Micropolitan Statistical Area
37772,28940,Metropolitan Statistical Area
37773,,
37774,28940,Metropolitan Statistical Area
37774,25340,Micropolitan Statistical Area
37774,,
37777,28940,Metropolitan Statistical Area
37778,34100,Metropolitan Statistical Area
37779,28940,Metropolitan Statistical Area
37779,34100,Metropolitan Statistical Area
37801,28940,Metropolitan Statistical Area
37801,,
37802,28940,Metropolitan Statistical Area
37803,28940,Metropolitan Statistical Area
37804,28940,Metropolitan Statistical Area
37806,28940,Metropolitan Statistical Area
37806,34100,Metropolitan Statistical Area
37807,28940,Metropolitan Statistical Area
37809,24620,Micropolitan Statistical Area
37810,24620,Micropolitan Statistical Area
37811,28700,Metropolitan Statistical Area
37811,34100,Metropolitan Statistical Area
37813,34100,Metropolitan Statistical Area
37814,34100,Metropolitan Statistical Area
37815,34100,Metropolitan Statistical Area
37816,34100,Metropolitan Statistical Area
37818,24620,Micropolitan Statistical Area
37818,35460,Micropolitan Statistical Area
37819,29220,Micropolitan Statistical Area
37820,34100,Metropolitan Statistical Area
37820,42940,Micropolitan Statistical Area
37821,35460,Micropolitan Statistical Area
37821,11700,Metropolitan Statistical Area
37821,34100,Metropolitan Statistical Area
37822,35460,Micropolitan Statistical Area
37824,,
37825,,
37825,28940,Metropolitan Statistical Area
37826,11940,Micropolitan Statistical Area
37826,,
37828,28940,Metropolitan Statistical Area
37829,,
37830,28940,Metropolitan Statistical Area
37830,25340,Micropolitan Statistical Area
37831,28940,Metropolitan Statistical Area
37840,,
37840,25340,Micropolitan Statistical Area
37840,28940,Metropolitan Statistical Area
37841,,
37843,35460,Micropolitan Statistical Area
37845,,
37846,28940,Metropolitan Statistical Area
37846,,
37846,25340,Micropolitan Statistical Area
37846,11940,Micropolitan Statistical Area
37847,29220,Micropolitan Statistical Area
37847,,
37848,28940,Metropolitan Statistical Area
37848,34100,Metropolitan Statistical Area
37849,28940,Metropolitan Statistical Area
37851,,
37852,,
37853,28940,Metropolitan Statistical Area
37854,25340,Micropolitan Statistical Area
37854,18900,Micropolitan Statistical Area
37854,,
37857,28700,Metropolitan Statistical Area
37860,34100,Metropolitan Statistical Area
37861,34100,Metropolitan Statistical Area
37862,42940,Micropolitan Statistical Area
37863,42940,Micropolitan Statistical Area
37864,42940,Micropolitan Statistical Area
37865,42940,Micropolitan Statistical Area
37865,28940,Metropolitan Statistical Area
37866,28940,Metropolitan Statistical Area
37867,,
37868,42940,Micropolitan Statistical Area
37869,,
37869,28700,Metropolitan Statistical Area
37870,,
37870,28940,Metropolitan Statistical Area
37870,29220,Micropolitan Statistical Area
37871,34100,Metropolitan Statistical Area
37871,28940,Metropolitan Statistical Area
37871,42940,Micropolitan Statistical Area
37872,,
37873,28700,Metropolitan Statistical Area
37874,,
37874,11940,Micropolitan Statistical Area
37874,28940,Metropolitan Statistical Area
37874,25340,Micropolitan Statistical Area
37876,42940,Micropolitan Statistical Area
37876,34100,Metropolitan Statistical Area
37877,34100,Metropolitan Statistical Area
37878,28940,Metropolitan Statistical Area
37879,,
37879,34100,Metropolitan Statistical Area
37880,,
37880,25340,Micropolitan Statistical Area
37880,11940,Micropolitan Statistical Area
37881,34100,Metropolitan Statistical Area
37881,28700,Metropolitan Statistical Area
37881,,
37882,28940,Metropolitan Statistical Area
37885,,
37885,28940,Metropolitan Statistical Area
37886,28940,Metropolitan Statistical Area
37887,,
37888,34100,Metropolitan Statistical Area
37888,28940,Metropolitan Statistical Area
37890,34100,Metropolitan Statistical Area
37891,34100,Metropolitan Statistical Area
37891,28700,Metropolitan Statistical Area
37892,,
48101,19820,Metropolitan Statistical Area
48103,11460,Metropolitan Statistical Area
48104,11460,Metropolitan Statistical Area
48105,11460,Metropolitan Statistical Area
48106,11460,Metropolitan Statistical Area
48107,11460,Metropolitan Statistical Area
48108,11460,Metropolitan Statistical Area
48109,11460,Metropolitan Statistical Area
48110,33780,Metropolitan Statistical Area
48111,19820,Metropolitan Statistical Area
48111,11460,Metropolitan Statistical Area
48111,33780,Metropolitan Statistical Area
48112,19820,Metropolitan Statistical Area
48113,11460,Metropolitan Statistical Area
48114,19820,Metropolitan Statistical Area
48115,11460,Metropolitan Statistical Area
48116,19820,Metropolitan Statistical Area
48117,33780,Metropolitan Statistical Area
48118,11460,Metropolitan Statistical Area
48118,27100,Metropolitan Statistical Area
48120,19820,Metropolitan Statistical Area
48121,19820,Metropolitan Statistical Area
48122,19820,Metropolitan Statistical Area
48123,19820,Metropolitan Statistical Area
48124,19820,Metropolitan Statistical Area
48125,19820,Metropolitan Statistical Area
